id_imagen,id_propiedad,nombre_archivo,formato,resolucion_megapixeles,resolucion_pixeles,tamano_kb,zona,anillo_vial,tipo_propiedad,label_ambiente,label_estado_conservacion,label_estado_numerico,camara,condicion_iluminacion,angulo_toma,fecha_captura,hora_captura,nitidez_score,brillo_score,contraste_score,tiene_marca_agua,tiene_personas_visibles,grietas_visibles,humedad_visible,pintura_deteriorada,instalaciones_expuestas,detalle_ambiente,split,peso_clase_ambiente,apto_entrenamiento
IMG-000093,SC-01315,SC-01315_Escalera_000093.webp,WEBP,49.5,4000x3000,1430,Palermo,3,Casa,Escalera,Excelente,0,Smartphone gama alta,Natural moderada,Picado,2023-01-05,17:22,71.4,72.6,30.0,0,0,0,0,0,0,,train,0.0033,1
IMG-000094,SC-02388,SC-02388_Dormitorio_000094.png,PNG,64.3,1920x1080,17962,Norte (Radial 26),4,Casa,Dormitorio,Malo,3,Smartphone gama media,Mixta,Picado,2023-10-05,19:40,91.5,81.9,31.8,0,0,0,0,1,1,,train,0.0006,1
IMG-000095,SC-02165,SC-02165_Cocina_000095.jpeg,JPEG,109.0,1920x1080,6727,Cotoca (periurbano),6,Departamento,Cocina,Malo,3,Cámara mirrorless,Natural escasa,Frontal,2023-07-11,13:57,81.9,78.4,39.9,0,0,1,0,0,0,,train,0.0008,1
IMG-000096,SC-01964,SC-01964_Sala_000096.jpeg,JPEG,13.7,3840x2160,8806,Warnes,6,Departamento,Sala,Regular,2,Cámara mirrorless,Natural moderada,Detalle,2022-05-07,13:11,74.5,73.2,66.9,0,0,0,1,0,0,estilo:Moderno,train,0.0007,1
IMG-000097,SC-01180,SC-01180_Fachada_exterior_000097.jpeg,JPEG,65.0,3840x2160,2815,Las Palmas,2,Departamento,Fachada exterior,Regular,2,Cámara DSLR,Artificial cálida,Contrapicado,2024-01-18,17:45,94.2,96.5,79.9,1,0,1,0,0,0,color:Blanco,train,0.0008,0
IMG-000098,SC-02230,SC-02230_Baño_000098.jpeg,JPEG,64.7,3840x2160,6956,Equipetrol Sur,3,Casa,Baño,Malo,3,Smartphone gama media,Mixta,Picado,2022-07-12,11:14,98.7,63.4,30.6,0,0,1,0,1,1,,train,0.001,1
IMG-000099,SC-01884,SC-01884_Cocina_000099.jpeg,JPEG,49.2,1920x1080,4229,Cotoca (periurbano),6,Departamento,Cocina,Regular,2,Smartphone gama alta,Artificial cálida,Picado,2023-08-31,19:33,73.3,72.9,36.5,0,0,0,0,0,0,,test,0.0008,1
IMG-000100,SC-02022,SC-02022_Fachada_exterior_000100.jpeg,JPEG,13.7,1920x1080,6105,El Trompillo,2,Oficina,Fachada exterior,Malo,3,Smartphone gama media,Artificial fría,Frontal,2022-11-29,07:58,94.6,78.5,82.7,0,0,1,1,0,0,color:Verde,train,0.0008,1
IMG-000101,SC-00584,SC-00584_Fachada_exterior_000101.png,PNG,49.2,1920x1080,3966,Norte (Radial 26),4,Casa,Fachada exterior,Excelente,0,Smartphone gama media,Artificial cálida,Picado,2022-05-04,19:07,89.2,42.2,76.7,1,0,0,0,0,0,color:Azul,val,0.0008,0
IMG-000102,SC-00399,SC-00399_Jardín_Patio_000102.jpeg,JPEG,49.9,4000x3000,18253,Norte (Radial 26),4,Terreno,Jardín/Patio,Malo,3,Cámara mirrorless,Artificial cálida,Picado,2024-03-27,13:24,74.4,78.5,30.9,0,0,0,0,0,1,,test,0.0011,1
IMG-000103,SC-00112,SC-00112_Sala_000103.heic,HEIC,50.2,3840x2160,7171,Cotoca (periurbano),6,Terreno,Sala,Bueno,1,Smartphone gama media,Artificial fría,Angular,2023-04-14,10:27,91.6,98.0,70.2,0,0,0,0,1,0,estilo:Moderno,train,0.0007,1
IMG-000104,SC-00676,SC-00676_Cocina_000104.png,PNG,12.8,2560x1440,5972,Plan 3000,4,Casa,Cocina,Malo,3,Smartphone básico,Artificial cálida,Angular,2023-09-25,09:59,80.7,87.1,43.2,0,0,0,0,0,0,,train,0.0008,1
IMG-000105,SC-00018,SC-00018_Comedor_000105.jpeg,JPEG,65.3,1920x1080,9087,Las Palmas,2,Oficina,Comedor,Regular,2,Smartphone gama media,Natural moderada,Contrapicado,2023-04-24,18:02,91.6,71.5,67.0,0,0,0,0,1,0,,train,0.0017,1
IMG-000106,SC-00790,SC-00790_Garaje_000106.jpeg,JPEG,48.4,4000x3000,1869,Palermo,3,Departamento,Garaje,Malo,3,Smartphone gama media,Natural abundante,Contrapicado,2023-01-03,14:32,66.6,90.6,46.7,0,0,0,0,0,0,,train,0.0017,1
IMG-000107,SC-02124,SC-02124_Sala_000107.png,PNG,50.3,3840x2160,12739,Av. Cristo Redentor,3,Departamento,Sala,Regular,2,Smartphone gama media,Artificial fría,Angular,2023-10-10,14:50,89.4,94.6,55.6,0,0,1,0,0,0,estilo:Minimalista,test,0.0007,1
IMG-000108,SC-00884,SC-00884_Comedor_000108.jpeg,JPEG,13.4,3840x2160,6443,Urbarí,2,Departamento,Comedor,Regular,2,Smartphone gama alta,Artificial fría,Picado,2023-08-25,12:37,98.3,77.6,82.7,0,0,0,0,0,0,,test,0.0017,1
IMG-000109,SC-00671,SC-00671_Dormitorio_000109.webp,WEBP,64.3,4000x3000,9298,Equipetrol Norte,3,Casa,Dormitorio,Bueno,1,Smartphone gama alta,Natural abundante,Panorámica,2023-05-26,11:27,81.8,91.8,60.5,1,0,0,0,0,0,,train,0.0006,0
IMG-000110,SC-02916,SC-02916_Jardín_Patio_000110.heic,HEIC,12.6,2560x1440,4207,Av. Banzer (norte),4,Casa,Jardín/Patio,Excelente,0,Cámara DSLR,Natural abundante,Frontal,2022-01-26,12:42,78.4,81.4,79.7,1,0,0,0,0,0,,train,0.0011,0
IMG-000111,SC-02506,SC-02506_Cocina_000111.jpeg,JPEG,64.3,2560x1440,2855,El Trompillo,2,Departamento,Cocina,Regular,2,Cámara DSLR,Mixta,Contrapicado,2022-11-17,18:42,82.3,72.5,85.6,0,0,1,0,0,0,,train,0.0008,1
IMG-000112,SC-02242,SC-02242_Fachada_exterior_000112.jpeg,JPEG,51.3,3840x2160,2606,Equipetrol Norte,3,Departamento,Fachada exterior,Regular,2,Smartphone gama media,Natural moderada,Detalle,2023-02-21,16:08,75.1,89.0,77.1,0,0,1,0,0,0,color:Gris,train,0.0008,1
IMG-000113,SC-01242,SC-01242_Sala_000113.jpeg,JPEG,109.5,3840x2160,2995,Palermo,3,Terreno,Sala,Bueno,1,Cámara DSLR,Natural moderada,Frontal,2022-12-24,19:22,70.1,82.9,86.0,1,0,0,0,1,0,estilo:Moderno,train,0.0007,0
IMG-000114,SC-02017,SC-02017_Sala_000114.heic,HEIC,48.8,1920x1080,2563,El Trompillo,2,Casa,Sala,Malo,3,Smartphone gama media,Mixta,Frontal,2023-04-20,13:38,95.7,97.8,57.0,0,0,1,1,1,0,estilo:Moderno,train,0.0007,1
IMG-000115,SC-02107,SC-02107_Piscina_Área_social_000115.heic,HEIC,50.5,1920x1080,18680,Warnes,6,Oficina,Piscina/Área social,Bueno,1,Smartphone gama media,Natural moderada,Panorámica,2023-05-12,15:53,94.7,91.6,55.6,0,0,0,0,0,0,area_social:si,train,0.0033,1
IMG-000116,SC-02281,SC-02281_Sala_000116.heic,HEIC,16.6,3840x2160,3038,Las Palmas,2,Casa,Sala,Regular,2,Cámara DSLR,Mixta,Contrapicado,2022-07-17,09:09,86.4,60.4,47.9,0,0,1,0,0,0,estilo:Minimalista,train,0.0007,1
IMG-000117,SC-01308,SC-01308_Jardín_Patio_000117.png,PNG,48.3,1920x1080,4888,Beni (zona norte),3,Terreno,Jardín/Patio,En construcción,4,Cámara DSLR,Artificial cálida,Frontal,2023-10-01,07:15,64.9,39.0,61.5,0,0,1,1,0,0,,train,0.0011,1
IMG-000118,SC-02545,SC-02545_Dormitorio_000118.jpeg,JPEG,48.5,2560x1440,8725,Villa 1ro de Mayo,4,Local Comercial,Dormitorio,Bueno,1,Smartphone gama media,Artificial cálida,Detalle,2024-02-26,16:00,71.3,64.2,44.2,0,0,0,0,1,0,,test,0.0006,1
IMG-000119,SC-02739,SC-02739_Fachada_exterior_000119.heic,HEIC,51.2,2560x1440,3124,Av. Cristo Redentor,3,Casa,Fachada exterior,Regular,2,Smartphone gama media,Natural abundante,Panorámica,2023-12-31,11:58,91.4,72.6,42.2,0,0,1,1,0,0,color:Ocre,val,0.0008,1
IMG-000120,SC-00342,SC-00342_Baño_000120.heic,HEIC,109.3,1280x720,7679,Hamacas,2,Departamento,Baño,Bueno,1,Smartphone gama alta,Artificial cálida,Contrapicado,2023-07-25,13:20,68.9,88.3,59.9,0,0,0,0,0,0,,train,0.001,1
IMG-000121,SC-02137,SC-02137_Cocina_000121.jpeg,JPEG,51.0,4000x3000,8705,Equipetrol Sur,3,Casa,Cocina,Regular,2,Smartphone gama alta,Natural moderada,Picado,2022-07-21,18:06,89.0,77.0,70.8,0,0,1,1,1,0,,train,0.0008,1
IMG-000122,SC-00616,SC-00616_Dormitorio_000122.jpeg,JPEG,48.7,1920x1080,2301,Sur (Doble Vía La Guardia),4,Oficina,Dormitorio,Bueno,1,Drone,Artificial fría,Panorámica,2024-01-28,12:26,91.2,94.3,22.0,0,0,0,0,0,0,,train,0.0006,1
IMG-000123,SC-01930,SC-01930_Dormitorio_000123.jpeg,JPEG,50.3,1920x1080,12349,El Trompillo,2,Departamento,Dormitorio,En construcción,4,Cámara mirrorless,Natural moderada,Contrapicado,2023-02-28,14:13,69.6,84.0,85.4,0,0,1,0,1,0,,train,0.0006,1
IMG-000124,SC-00847,SC-00847_Comedor_000124.jpeg,JPEG,49.6,4000x3000,9947,Los Pozos,3,Terreno,Comedor,Excelente,0,Smartphone gama media,Natural escasa,Panorámica,2024-03-08,18:08,97.0,91.5,45.7,0,1,0,0,0,0,,train,0.0017,1
IMG-000125,SC-02864,SC-02864_Comedor_000125.heic,HEIC,17.7,1280x720,5316,Sur (Doble Vía La Guardia),4,Departamento,Comedor,Bueno,1,Smartphone gama alta,Natural moderada,Detalle,2023-08-13,19:28,90.3,77.6,83.5,0,0,0,0,0,0,,train,0.0017,1
IMG-000126,SC-01769,SC-01769_Garaje_000126.heic,HEIC,48.2,4000x3000,1123,Equipetrol Sur,3,Departamento,Garaje,Bueno,1,Cámara mirrorless,Artificial cálida,Contrapicado,2023-04-12,11:55,73.2,88.7,69.0,0,0,0,0,0,0,,train,0.0017,1
IMG-000127,SC-00427,SC-00427_Jardín_Patio_000127.heic,HEIC,49.2,4000x3000,2007,Urbarí,2,Departamento,Jardín/Patio,Regular,2,Smartphone gama alta,Natural moderada,Detalle,2022-12-11,19:26,65.9,80.4,79.9,0,0,1,1,0,0,,train,0.0011,1
IMG-000128,SC-00233,SC-00233_Dormitorio_000128.webp,WEBP,51.5,4000x3000,14130,Barrio Sirari,3,Casa,Dormitorio,Regular,2,Smartphone gama alta,Natural escasa,Panorámica,2023-04-29,17:34,81.7,73.1,43.0,0,0,1,1,0,0,,train,0.0006,1
IMG-000129,SC-01931,SC-01931_Estudio_Oficina_000129.png,PNG,50.9,1920x1080,1998,Villa 1ro de Mayo,4,Casa,Estudio/Oficina,Bueno,1,Smartphone básico,Artificial cálida,Angular,2024-01-24,07:34,67.5,69.2,60.1,0,0,0,0,0,0,,train,0.0025,1
IMG-000130,SC-01702,SC-01702_Baño_000130.jpeg,JPEG,109.0,4000x3000,1233,Equipetrol Norte,3,Casa,Baño,Malo,3,Smartphone gama alta,Natural escasa,Contrapicado,2022-11-19,19:42,87.1,69.1,76.0,0,1,0,0,1,1,,train,0.001,1
IMG-000131,SC-01188,SC-01188_Dormitorio_000131.jpeg,JPEG,49.6,1920x1080,26067,Las Palmas,2,Casa,Dormitorio,Bueno,1,Smartphone gama media,Artificial fría,Contrapicado,2023-11-28,07:56,93.1,64.1,75.2,1,0,0,0,0,0,,train,0.0006,0
IMG-000132,SC-02733,SC-02733_Fachada_exterior_000132.jpeg,JPEG,48.3,3840x2160,3398,Casco Viejo,1,Casa,Fachada exterior,Malo,3,Cámara DSLR,Artificial fría,Contrapicado,2023-08-26,16:14,85.8,69.2,73.0,0,0,1,1,1,1,color:Verde,train,0.0008,1
IMG-000133,SC-00509,SC-00509_Jardín_Patio_000133.jpeg,JPEG,49.8,1920x1080,6882,Palermo,3,Casa,Jardín/Patio,Excelente,0,Smartphone gama media,Natural abundante,Frontal,2022-11-16,10:09,89.1,84.2,76.1,1,0,0,0,0,0,,train,0.0011,0
IMG-000134,SC-02796,SC-02796_Sala_000134.png,PNG,13.4,1280x720,1109,Sur (Doble Vía La Guardia),4,Departamento,Sala,Bueno,1,Smartphone gama alta,Natural moderada,Frontal,2022-10-04,14:48,46.0,76.4,68.6,1,0,0,0,1,0,estilo:Clásico,val,0.0007,0
IMG-000135,SC-01107,SC-01107_Garaje_000135.webp,WEBP,51.5,4000x3000,2281,Warnes,6,Casa,Garaje,Bueno,1,Smartphone gama alta,Artificial fría,Frontal,2023-12-09,08:01,44.3,63.6,77.2,0,0,0,0,0,0,,train,0.0017,1
IMG-000136,SC-00123,SC-00123_Fachada_exterior_000136.webp,WEBP,49.1,3840x2160,3010,Av. Banzer (norte),4,Casa,Fachada exterior,Malo,3,Smartphone gama media,Natural moderada,Detalle,2024-01-17,17:22,79.6,87.2,64.5,0,0,1,0,1,0,color:Blanco,train,0.0008,1
IMG-000137,SC-01826,SC-01826_Dormitorio_000137.png,PNG,9.4,4000x3000,23451,El Trompillo,2,Casa,Dormitorio,Bueno,1,Smartphone gama media,Natural escasa,Frontal,2022-08-14,14:13,73.5,76.4,63.6,0,1,0,0,1,0,,train,0.0006,1
IMG-000138,SC-02971,SC-02971_Piscina_Área_social_000138.heic,HEIC,48.9,1920x1080,3939,Barrio Sirari,3,Oficina,Piscina/Área social,En construcción,4,Smartphone básico,Artificial fría,Panorámica,2024-03-24,16:33,83.5,44.8,62.7,0,1,1,0,0,1,area_social:si,val,0.0033,1
IMG-000139,SC-00559,SC-00559_Fachada_exterior_000139.png,PNG,48.7,1920x1080,8632,Villa 1ro de Mayo,4,Terreno,Fachada exterior,Bueno,1,Smartphone gama media,Natural escasa,Frontal,2023-04-08,19:47,85.9,78.9,50.6,1,0,0,0,0,0,color:Blanco,train,0.0008,0
IMG-000140,SC-02305,SC-02305_Comedor_000140.jpeg,JPEG,16.8,4000x3000,4470,Plan 3000,4,Duplex,Comedor,Regular,2,Smartphone gama media,Natural abundante,Panorámica,2024-03-17,08:25,79.3,98.4,56.5,0,0,0,0,1,0,,train,0.0017,1
IMG-000141,SC-02875,SC-02875_Baño_000141.jpeg,JPEG,48.0,2560x1440,4412,Los Pozos,3,Departamento,Baño,Bueno,1,Cámara mirrorless,Natural escasa,Detalle,2024-05-05,11:03,78.5,70.2,48.4,1,0,0,0,1,0,,train,0.001,0
IMG-000142,SC-01739,SC-01739_Baño_000142.heic,HEIC,49.8,3840x2160,36751,Av. Banzer (norte),4,Departamento,Baño,Bueno,1,Smartphone básico,Natural escasa,Detalle,2022-11-14,09:38,51.3,81.2,71.5,0,1,0,0,0,0,,train,0.001,1
IMG-000143,SC-00022,SC-00022_Sala_000143.jpeg,JPEG,49.5,1920x1080,19858,Urbarí,2,Departamento,Sala,Malo,3,Smartphone gama alta,Natural moderada,Angular,2022-02-18,12:51,82.1,57.8,87.3,1,0,1,1,1,1,estilo:Clásico,train,0.0007,0
IMG-000144,SC-02059,SC-02059_Terraza_Balcón_000144.heic,HEIC,12.3,1920x1080,2833,Urbarí,2,Local Comercial,Terraza/Balcón,Bueno,1,Cámara mirrorless,Natural moderada,Picado,2022-08-12,07:11,90.6,70.6,81.6,0,0,0,0,0,0,,train,0.0025,1
IMG-000145,SC-02450,SC-02450_Baño_000145.png,PNG,49.2,1920x1080,861,Barrio Sirari,3,Oficina,Baño,Excelente,0,Smartphone gama alta,Mixta,Frontal,2023-11-29,11:19,73.4,84.9,56.7,0,0,0,0,0,0,,train,0.001,1
IMG-000146,SC-00548,SC-00548_Sala_000146.jpeg,JPEG,65.0,1920x1080,5183,Sur (Doble Vía La Guardia),4,Terreno,Sala,Bueno,1,Smartphone gama media,Natural moderada,Picado,2023-12-22,15:01,59.1,88.3,76.9,0,0,0,0,0,0,estilo:Minimalista,train,0.0007,1
IMG-000147,SC-02058,SC-02058_Garaje_000147.jpeg,JPEG,109.7,4000x3000,6396,Las Palmas,2,Departamento,Garaje,Excelente,0,Smartphone gama alta,Natural escasa,Picado,2022-09-13,11:34,92.7,65.3,76.5,0,0,0,0,0,0,,train,0.0017,1
IMG-000148,SC-01463,SC-01463_Garaje_000148.jpeg,JPEG,65.9,4000x3000,2376,Plan 3000,4,Local Comercial,Garaje,Regular,2,Smartphone gama alta,Artificial fría,Panorámica,2023-01-11,13:53,89.6,74.2,79.8,0,0,1,0,0,0,,train,0.0017,1
IMG-000149,SC-01903,SC-01903_Dormitorio_000149.jpeg,JPEG,48.0,3840x2160,5285,Casco Viejo,1,Casa,Dormitorio,Excelente,0,Smartphone gama alta,Mixta,Picado,2023-09-14,17:43,88.2,80.1,65.2,0,0,0,0,0,0,,train,0.0006,1
IMG-000150,SC-02332,SC-02332_Cocina_000150.webp,WEBP,108.0,3840x2160,1375,Beni (zona norte),3,Departamento,Cocina,Regular,2,Smartphone gama alta,Natural escasa,Picado,2023-11-28,10:29,92.2,90.0,84.7,0,0,1,0,0,0,,train,0.0008,1
IMG-000151,SC-01111,SC-01111_Estudio_Oficina_000151.jpeg,JPEG,65.6,4000x3000,16956,Barrio Sirari,3,Departamento,Estudio/Oficina,Regular,2,Smartphone gama alta,Natural escasa,Panorámica,2022-10-12,18:47,72.8,64.4,92.9,1,0,0,0,0,0,,train,0.0025,0
IMG-000152,SC-01051,SC-01051_Dormitorio_000152.png,PNG,108.5,3840x2160,4249,Equipetrol Norte,3,Casa,Dormitorio,Regular,2,Smartphone gama media,Natural moderada,Picado,2022-11-05,15:47,78.9,78.9,76.7,0,0,1,0,0,0,,val,0.0006,1
IMG-000153,SC-02290,SC-02290_Dormitorio_000153.jpeg,JPEG,51.3,3840x2160,1460,Casco Viejo,1,Terreno,Dormitorio,Bueno,1,Smartphone básico,Artificial cálida,Contrapicado,2024-01-12,19:59,76.2,44.9,89.3,0,0,0,0,1,0,,train,0.0006,1
IMG-000154,SC-01319,SC-01319_Fachada_exterior_000154.png,PNG,13.4,4000x3000,2710,Barrio Sirari,3,Penthouse,Fachada exterior,En construcción,4,Smartphone gama alta,Natural escasa,Frontal,2022-12-09,08:06,84.9,78.2,41.7,0,0,1,0,0,0,color:Azul,train,0.0008,1
IMG-000155,SC-00538,SC-00538_Cocina_000155.heic,HEIC,64.8,2560x1440,2473,Villa 1ro de Mayo,4,Departamento,Cocina,Regular,2,Smartphone gama alta,Natural moderada,Detalle,2022-02-12,10:31,79.0,55.2,43.6,1,0,1,0,0,0,,train,0.0008,0
IMG-000156,SC-01636,SC-01636_Escalera_000156.jpeg,JPEG,51.2,1920x1080,25435,Warnes,6,Casa,Escalera,Regular,2,Smartphone gama alta,Natural escasa,Panorámica,2024-04-05,12:20,62.4,88.4,84.2,1,1,0,0,0,0,,test,0.0033,0
IMG-000157,SC-02911,SC-02911_Jardín_Patio_000157.jpeg,JPEG,16.5,1920x1080,3535,Norte (Radial 26),4,Terreno,Jardín/Patio,Regular,2,Smartphone gama alta,Natural escasa,Picado,2023-04-07,17:41,94.9,92.7,87.8,0,1,0,0,0,0,,train,0.0011,1
IMG-000158,SC-01871,SC-01871_Escalera_000158.webp,WEBP,48.4,4000x3000,1597,Casco Viejo,1,Casa,Escalera,Bueno,1,Cámara mirrorless,Natural escasa,Contrapicado,2022-05-25,12:11,67.3,87.3,72.3,0,0,0,0,0,0,,train,0.0033,1
IMG-000159,SC-00019,SC-00019_Dormitorio_000159.png,PNG,51.3,2560x1440,7621,Equipetrol Sur,3,Departamento,Dormitorio,Bueno,1,Smartphone gama media,Artificial fría,Contrapicado,2024-05-19,09:07,75.4,72.6,66.3,0,0,0,0,0,0,,train,0.0006,1
IMG-000160,SC-02715,SC-02715_Piscina_Área_social_000160.jpeg,JPEG,51.3,4000x3000,1383,Av. Paurito,5,Terreno,Piscina/Área social,Regular,2,Smartphone gama media,Natural moderada,Picado,2023-08-02,15:26,95.8,94.8,64.8,0,0,1,0,0,0,area_social:si,train,0.0033,1
IMG-000161,SC-00919,SC-00919_Comedor_000161.jpeg,JPEG,109.6,4000x3000,5392,Urbarí,2,Duplex,Comedor,Bueno,1,Smartphone básico,Natural moderada,Detalle,2024-02-03,14:17,94.7,85.7,45.3,1,0,0,0,1,0,,train,0.0017,0
IMG-000162,SC-02052,SC-02052_Dormitorio_000162.jpeg,JPEG,109.8,1920x1080,8069,Norte (Radial 26),4,Terreno,Dormitorio,Regular,2,Smartphone gama alta,Natural moderada,Panorámica,2022-04-22,14:38,88.6,74.7,87.9,1,0,1,0,0,0,,train,0.0006,0
IMG-000163,SC-01795,SC-01795_Cocina_000163.jpeg,JPEG,48.1,1920x1080,5831,Sur (Doble Vía La Guardia),4,Oficina,Cocina,Regular,2,Cámara mirrorless,Natural moderada,Picado,2023-08-25,13:52,79.5,81.3,62.9,0,0,0,0,0,0,,train,0.0008,1
IMG-000164,SC-01869,SC-01869_Jardín_Patio_000164.jpeg,JPEG,110.0,4000x3000,4900,Plan 3000,4,Departamento,Jardín/Patio,Regular,2,Smartphone gama media,Artificial fría,Picado,2022-12-11,11:28,70.6,71.1,53.7,0,0,0,1,0,0,,test,0.0011,1
IMG-000165,SC-01214,SC-01214_Estudio_Oficina_000165.jpeg,JPEG,12.5,3840x2160,7037,Equipetrol Norte,3,Casa,Estudio/Oficina,Bueno,1,Cámara mirrorless,Natural escasa,Detalle,2022-04-17,08:39,88.1,62.9,77.6,0,0,0,0,1,0,,train,0.0025,1
IMG-000166,SC-00529,SC-00529_Dormitorio_000166.jpeg,JPEG,12.1,1920x1080,10185,Beni (zona norte),3,Terreno,Dormitorio,Regular,2,Cámara DSLR,Artificial fría,Contrapicado,2022-10-18,08:16,99.4,91.4,70.9,0,0,1,0,1,0,,train,0.0006,1
IMG-000167,SC-00558,SC-00558_Comedor_000167.jpeg,JPEG,64.5,1920x1080,2571,Beni (zona norte),3,Casa,Comedor,Regular,2,Smartphone gama media,Natural moderada,Angular,2023-02-26,12:39,74.1,75.1,80.3,0,1,1,0,0,0,,train,0.0017,1
IMG-000168,SC-02295,SC-02295_Garaje_000168.heic,HEIC,49.9,1920x1080,8011,Villa 1ro de Mayo,4,Terreno,Garaje,Malo,3,Smartphone gama alta,Natural abundante,Angular,2023-11-12,10:48,94.0,84.8,64.4,0,0,0,0,0,1,,train,0.0017,1
IMG-000169,SC-00761,SC-00761_Cocina_000169.webp,WEBP,65.7,3840x2160,1003,Sur (Doble Vía La Guardia),4,Terreno,Cocina,En construcción,4,Smartphone gama media,Artificial cálida,Contrapicado,2022-10-09,17:36,65.2,67.0,36.0,0,0,1,1,1,1,,train,0.0008,1
IMG-000170,SC-00293,SC-00293_Cocina_000170.png,PNG,49.1,3840x2160,10114,Los Pozos,3,Departamento,Cocina,Bueno,1,Smartphone gama media,Natural escasa,Angular,2022-02-22,19:32,70.0,86.6,65.4,0,1,0,0,1,0,,train,0.0008,1
IMG-000171,SC-02594,SC-02594_Dormitorio_000171.jpeg,JPEG,48.9,1280x720,5110,Las Palmas,2,Departamento,Dormitorio,Regular,2,Smartphone gama media,Natural moderada,Contrapicado,2024-02-06,10:35,79.6,60.3,57.4,1,0,0,0,0,0,,test,0.0006,0
IMG-000172,SC-00271,SC-00271_Cocina_000172.jpeg,JPEG,49.5,3840x2160,24930,Los Pozos,3,Casa,Cocina,Regular,2,Drone,Natural abundante,Angular,2022-08-30,13:52,93.9,74.5,57.9,0,1,1,0,0,0,,train,0.0008,1
IMG-000173,SC-00299,SC-00299_Fachada_exterior_000173.jpeg,JPEG,49.6,3840x2160,4736,Av. Banzer (norte),4,Departamento,Fachada exterior,Regular,2,Smartphone gama alta,Natural escasa,Picado,2022-02-01,16:35,75.4,62.6,65.8,1,0,1,1,0,0,color:Beige,train,0.0008,0
IMG-000174,SC-01083,SC-01083_Sala_000174.jpeg,JPEG,109.3,4000x3000,5410,Casco Viejo,1,Departamento,Sala,Regular,2,Drone,Mixta,Angular,2022-05-23,18:37,79.1,73.2,71.4,1,0,0,0,1,0,estilo:Clásico,train,0.0007,0
IMG-000175,SC-02612,SC-02612_Cocina_000175.heic,HEIC,48.6,2560x1440,5219,Equipetrol Norte,3,Casa,Cocina,Regular,2,Smartphone gama media,Artificial cálida,Frontal,2023-01-23,14:41,71.6,89.4,72.8,1,0,0,0,1,0,,train,0.0008,0
IMG-000176,SC-01692,SC-01692_Sala_000176.jpeg,JPEG,64.6,1920x1080,16975,Equipetrol Norte,3,Casa,Sala,Bueno,1,Smartphone gama media,Natural moderada,Panorámica,2022-05-31,08:32,65.0,52.9,55.0,0,0,0,0,1,0,estilo:Minimalista,train,0.0007,1
IMG-000177,SC-00160,SC-00160_Piscina_Área_social_000177.jpeg,JPEG,13.5,1280x720,33323,Las Palmas,2,Departamento,Piscina/Área social,Bueno,1,Smartphone gama media,Artificial cálida,Picado,2024-01-28,17:59,76.3,58.3,39.4,1,0,0,0,0,0,area_social:si,val,0.0033,0
IMG-000178,SC-01655,SC-01655_Escalera_000178.jpeg,JPEG,51.9,1280x720,3001,Beni (zona norte),3,Terreno,Escalera,Bueno,1,Smartphone gama alta,Natural moderada,Detalle,2024-05-15,14:11,78.6,90.7,50.3,0,0,0,0,1,0,,train,0.0033,1
IMG-000179,SC-01805,SC-01805_Jardín_Patio_000179.jpeg,JPEG,65.3,1920x1080,7104,Palermo,3,Casa,Jardín/Patio,Regular,2,Smartphone gama alta,Natural escasa,Panorámica,2022-12-12,19:40,89.6,64.0,74.3,0,0,0,0,0,0,,val,0.0011,1
IMG-000180,SC-02562,SC-02562_Sala_000180.jpeg,JPEG,51.9,3840x2160,1584,Casco Viejo,1,Casa,Sala,En construcción,4,Cámara mirrorless,Natural escasa,Detalle,2022-12-02,18:22,71.4,57.5,86.6,0,0,0,0,0,1,estilo:Clásico,val,0.0007,1
IMG-000181,SC-00152,SC-00152_Cocina_000181.heic,HEIC,17.7,4000x3000,2364,Cotoca (periurbano),6,Casa,Cocina,Regular,2,Smartphone gama alta,Artificial fría,Detalle,2024-01-29,07:32,45.6,68.2,72.9,1,0,0,0,0,0,,train,0.0008,0
IMG-000182,SC-01783,SC-01783_Jardín_Patio_000182.jpeg,JPEG,50.0,1920x1080,2977,Equipetrol Norte,3,Departamento,Jardín/Patio,Malo,3,Smartphone gama alta,Natural abundante,Frontal,2024-04-14,09:24,84.8,46.5,64.7,0,0,0,0,1,0,,val,0.0011,1
IMG-000183,SC-02104,SC-02104_Cocina_000183.jpeg,JPEG,108.4,4000x3000,2963,Urbarí,2,Casa,Cocina,Regular,2,Drone,Natural escasa,Picado,2023-10-24,18:37,61.3,67.8,26.0,0,0,0,1,0,0,,train,0.0008,1
IMG-000184,SC-01705,SC-01705_Garaje_000184.jpeg,JPEG,50.1,4000x3000,5871,Equipetrol Norte,3,Casa,Garaje,Malo,3,Smartphone gama alta,Natural moderada,Panorámica,2022-01-03,13:03,59.1,68.5,71.2,0,0,1,0,1,1,,test,0.0017,1
IMG-000185,SC-01506,SC-01506_Jardín_Patio_000185.webp,WEBP,13.8,1280x720,7009,Hamacas,2,Departamento,Jardín/Patio,Bueno,1,Smartphone gama alta,Artificial fría,Angular,2022-04-19,19:06,85.8,89.9,77.1,0,1,0,0,0,0,,train,0.0011,1
